,,,,HUMI,PRES,TEMP,cbwd,Iws,precipitation
2014,1,25,1,71.47,1015,12,225,23,0
2014,1,25,2,71.47,1016,12,225,28,0
2014,1,25,3,71.47,1016,12,225,32,0
2014,1,25,4,76.35,1015,11,225,35,0
2014,1,25,5,76.18,1015,10,225,38,0
2014,1,25,6,81.48,1015,9,225,41,0
2014,1,25,7,81.48,1017,9,225,43,0
2014,1,25,8,66.49,1016,11,225,44,0
2014,1,25,9,62,1017,11,225,47,0
2014,1,25,10,41.14,1018,14,315,3,0
2014,1,25,11,38.26,1018,14,315,9,0
2014,1,25,12,38.26,1018,14,315,15,0
2014,1,25,13,35.87,1017,15,315,22,0
2014,1,25,14,38.26,1018,14,315,29,0
2014,1,25,15,43.9,1018,13,315,36,0
2014,1,25,16,62,1020,11,315,44,0
2014,1,25,17,61.76,1021,10,45,8,0
2014,1,25,18,70.67,1023,8,45,16,0
2014,1,25,19,70.67,1024,8,45,24,0
2014,1,25,20,70.67,1024,8,45,31,0
2014,1,25,21,75.67,1025,7,45,38,0
2014,1,25,22,75.67,1026,7,45,45,0
2014,1,25,23,75.67,1026,7,45,52,0
2014,1,26,0,70.47,1026,7,45,59,0
2014,1,26,1,70.47,1027,7,45,64,0
2014,1,26,2,65.59,1027,7,45,70,0
2014,1,26,3,75.49,1028,6,45,75,0
2014,1,26,4,75.49,1028,6,45,80,0
2014,1,26,5,75.49,1028,6,45,85,0
2014,1,26,6,70.27,1029,6,45,92,0
2014,1,26,7,70.27,1030,6,45,97,0
2014,1,26,8,70.27,1031,6,45,102,0
2014,1,26,9,56.99,1031,8,45,109,0
2014,1,26,10,56.99,1032,8,45,115,0
2014,1,26,11,53.26,1032,9,45,120,0
2014,1,26,12,46.29,1031,10,45,125,0
2014,1,26,13,39.93,1029,10,45,131,0
2014,1,26,14,39.93,1029,10,45,136,0
2014,1,26,15,42.71,1029,9,45,142,0
2014,1,26,16,42.71,1028,9,45,148,0
2014,1,26,17,45.7,1028,8,45,155,0
2014,1,26,18,52.7,1028,7,45,161,0
2014,1,26,19,56.45,1029,6,45,167,0
2014,1,26,20,60.76,1029,6,45,171,0
2014,1,26,21,60.76,1028,6,45,175,0
2014,1,26,22,60.76,1028,6,45,177,0
2014,1,26,23,65.36,1028,6,45,179,0
2014,1,27,0,65.36,1028,6,None,1,0
2014,1,27,1,69.85,1027,4,225,1,0
2014,1,27,2,74.96,1027,3,225,3,0
2014,1,27,3,74.96,1026,3,None,0,0
2014,1,27,4,80.63,1026,3,None,0,0
2014,1,27,5,80.49,1026,2,None,0,0
2014,1,27,6,80.49,1026,2,None,0,0
2014,1,27,7,80.63,1025,3,135,3,0
2014,1,27,8,75.49,1026,6,135,6,0
2014,1,27,9,61.26,1026,8,135,11,0
2014,1,27,10,53.53,1026,10,135,17,0
2014,1,27,11,50.08,1025,11,135,22,0
2014,1,27,12,43.6,1023,12,135,26,0
2014,1,27,13,37.96,1022,13,135,31,0
2014,1,27,14,38.26,1021,14,135,36,0
2014,1,27,15,43.9,1021,13,135,40,0
2014,1,27,16,46.88,1021,12,135,45,0
2014,1,27,17,53.81,1020,11,135,50,0
2014,1,27,18,61.76,1021,10,135,54,0
2014,1,27,19,61.76,1021,10,135,59,0
2014,1,27,20,66.05,1021,9,135,62,0
2014,1,27,21,66.27,1021,10,135,65,0
2014,1,27,22,66.27,1022,10,135,68,0
2014,1,27,23,70.88,1022,9,135,71,0
2014,1,28,0,70.88,1022,9,135,74,0
2014,1,28,1,70.88,1021,9,135,76,0
2014,1,28,2,75.84,1021,8,135,78,0
2014,1,28,3,75.84,1021,8,225,2,0
2014,1,28,4,81.2,1021,7,None,0,0
2014,1,28,5,81.2,1021,7,45,1,0
2014,1,28,6,81.06,1021,6,None,0,0
2014,1,28,7,86.99,1022,6,None,0,0
2014,1,28,8,87.09,1023,7,45,2,0
2014,1,28,9,76.01,1024,9,45,5,0
2014,1,28,10,66.49,1024,11,45,8,0
2014,1,28,11,54.35,1024,13,45,12,0
2014,1,28,12,44.2,1023,14,45,15,0
2014,1,28,13,44.2,1023,14,45,20,0
2014,1,28,14,47.46,1023,14,45,27,0
2014,1,28,15,50.65,1023,13,45,33,0
2014,1,28,16,62.24,1024,12,45,39,0
2014,1,28,17,66.49,1024,11,45,45,0
2014,1,28,18,71.07,1025,10,45,51,0
2014,1,28,19,71.07,1026,10,45,56,0
2014,1,28,20,71.07,1026,10,45,61,0
2014,1,28,21,71.07,1026,10,45,66,0
2014,1,28,22,71.07,1026,10,45,70,0
2014,1,28,23,76.01,1026,9,45,73,0
2014,1,29,0,76.01,1026,9,45,77,0
2014,1,29,1,76.01,1025,9,45,80,0
2014,1,29,2,81.48,1024,9,45,82,0
2014,1,29,3,81.48,1024,9,45,85,0
2014,1,29,4,81.48,1024,9,135,3,0
2014,1,29,5,81.48,1023,9,135,5,0
2014,1,29,6,81.48,1023,9,135,8,0
2014,1,29,7,87.28,1022,9,135,12,0
2014,1,29,8,81.61,1022,10,135,16,0
2014,1,29,9,81.61,1022,10,135,21,0
2014,1,29,10,76.35,1022,11,135,25,0
2014,1,29,11,76.52,1020,12,135,31,0
2014,1,29,12,67.15,1018,14,135,39,0
2014,1,29,13,62.95,1018,15,225,7,0
2014,1,29,14,62.95,1017,15,225,12,0.1
2014,1,29,15,71.85,1016,14,135,5,0.1
2014,1,29,16,76.68,1017,13,225,3,0.2
2014,1,29,17,82.01,1017,13,225,5,0
2014,1,29,18,87.57,1017,12,225,7,0.1
2014,1,29,19,81.88,1017,12,225,9,0
2014,1,29,20,81.88,1017,12,225,11,0
2014,1,29,21,87.47,1017,11,225,12,0
2014,1,29,22,87.47,1018,11,315,2,0
2014,1,29,23,81.75,1018,11,315,4,0
2014,1,30,0,81.75,1018,11,315,7,0
2014,1,30,1,81.61,1017,10,315,9,0
2014,1,30,2,87.28,1017,9,315,11,0
2014,1,30,3,93.4,1018,8,315,13,0
2014,1,30,4,93.35,1018,7,315,16,0
2014,1,30,5,87.19,1018,8,315,20,0
2014,1,30,6,93.4,1018,8,315,21,0
2014,1,30,7,93.4,1019,8,225,2,0
2014,1,30,8,93.4,1019,8,225,4,0
2014,1,30,9,93.4,1020,8,None,1,0
2014,1,30,10,93.45,1021,9,315,3,0
2014,1,30,11,93.5,1020,10,225,3,0
2014,1,30,12,82.01,1019,13,315,1,0
2014,1,30,13,63.18,1018,16,225,3,0
2014,1,30,14,59.29,1017,17,225,6,0
2014,1,30,15,52.02,1017,18,225,8,0
2014,1,30,16,52.02,1017,18,315,3,0
2014,1,30,17,63.18,1018,16,45,6,0
2014,1,30,18,71.85,1019,14,45,9,0
2014,1,30,19,71.66,1020,13,135,4,0
2014,1,30,20,81.61,1020,10,45,3,0
2014,1,30,21,87.28,1020,9,135,3,0
2014,1,30,22,81.48,1021,9,45,5,0
2014,1,30,23,87.28,1021,9,135,6,0
2014,1,31,0,93.45,1021,9,135,10,0
2014,1,31,1,93.45,1021,9,135,14,0
2014,1,31,2,93.45,1021,9,135,18,0
2014,1,31,3,87.38,1021,10,135,22,0
2014,1,31,4,87.38,1020,10,135,27,0
2014,1,31,5,87.47,1020,11,135,31,0
2014,1,31,6,87.47,1021,11,135,35,0
2014,1,31,7,81.88,1021,12,135,40,0
2014,1,31,8,81.88,1021,12,135,45,0
2014,1,31,9,82.01,1021,13,135,51,0
2014,1,31,10,72.04,1021,15,135,57,0
2014,1,31,11,63.41,1020,17,135,62,0
2014,1,31,12,59.54,1019,18,225,6,0
2014,1,31,13,55.93,1018,19,135,5,0
2014,1,31,14,52.56,1017,20,135,10,0
2014,1,31,15,52.56,1016,20,135,16,0
2014,1,31,16,56.19,1016,20,135,21,0
2014,1,31,17,63.64,1016,18,135,27,0
2014,1,31,18,63.41,1016,17,135,32,0
2014,1,31,19,67.57,1016,16,135,38,0
2014,1,31,20,67.57,1016,16,135,44,0
2014,1,31,21,77.01,1016,15,135,49,0
2014,1,31,22,82.14,1016,14,135,54,0
2014,1,31,23,82.14,1016,14,135,59,0
2014,2,1,0,87.75,1016,14,135,64,0
2014,2,1,1,87.75,1015,14,135,69,0
2014,2,1,2,82.27,1015,15,135,74,0
2014,2,1,3,82.27,1015,15,135,79,0
2014,2,1,4,82.27,1015,15,135,83,0
2014,2,1,5,93.7,1014,14,135,87,0
2014,2,1,6,93.7,1013,14,135,91,0
2014,2,1,7,87.75,1013,14,135,94,0
2014,2,1,8,87.84,1013,15,135,98,0
2014,2,1,9,82.4,1014,16,225,4,0
2014,2,1,10,67.99,1013,18,225,9,0
2014,2,1,11,56.44,1012,21,225,13,0
2014,2,1,12,46.78,1011,23,225,17,0
2014,2,1,13,38.53,1010,24,225,22,0
2014,2,1,14,38.53,1010,24,225,27,0
2014,2,1,15,36,1010,24,225,31,0
2014,2,1,16,36,1011,24,315,4,0
2014,2,1,17,43.47,1011,22,315,7,0
2014,2,1,18,46.21,1012,21,315,9,0
2014,2,1,19,49.15,1012,20,315,12,0
2014,2,1,20,52.3,1012,19,315,14,0
2014,2,1,21,63.41,1013,17,225,1,0
2014,2,1,22,67.36,1013,15,225,3,0
2014,2,1,23,59.29,1013,17,315,2,0
2014,2,2,0,76.84,1013,14,45,3,0
2014,2,2,1,76.84,1013,14,45,6,0
2014,2,2,2,82.01,1013,13,45,9,0
2014,2,2,3,81.88,1013,12,45,13,0
2014,2,2,4,87.47,1013,11,45,17,0
2014,2,2,5,87.47,1013,11,45,20,0
2014,2,2,6,87.47,1013,11,45,23,0
2014,2,2,7,93.55,1013,11,315,2,0
2014,2,2,8,93.55,1014,11,315,3,0
2014,2,2,9,93.55,1014,11,None,1,0
2014,2,2,10,87.57,1014,12,None,2,0
2014,2,2,11,87.66,1013,13,None,3,0
2014,2,2,12,72.04,1011,15,135,2,0
2014,2,2,13,72.04,1010,15,135,5,0
2014,2,2,14,72.04,1009,15,135,8,0
2014,2,2,15,72.04,1009,15,135,11,0
2014,2,2,16,76.84,1009,14,135,14,0
2014,2,2,17,71.85,1009,14,135,17,0
2014,2,2,18,76.68,1009,13,135,20,0
2014,2,2,19,76.52,1010,12,135,24,0
2014,2,2,20,81.75,1011,11,135,28,0
2014,2,2,21,87.38,1011,10,135,32,0
2014,2,2,22,87.38,1011,10,45,4,0
2014,2,2,23,87.38,1012,10,45,6,0
2014,2,3,0,93.5,1011,10,135,3,0
2014,2,3,1,87.47,1011,11,45,3,0
2014,2,3,2,87.47,1011,11,45,7,0
2014,2,3,3,87.38,1011,10,45,12,0
2014,2,3,4,87.38,1011,10,45,16,0
2014,2,3,5,87.38,1011,10,45,20,0
2014,2,3,6,87.38,1012,10,45,24,0
2014,2,3,7,87.38,1013,10,45,30,0
2014,2,3,8,81.61,1015,10,45,36,0
2014,2,3,9,76.18,1016,10,45,41,0
2014,2,3,10,87.28,1017,9,45,47,0
2014,2,3,11,81.48,1017,9,45,54,0
2014,2,3,12,61.51,1018,9,45,64,0
2014,2,3,13,61.26,1018,8,45,72,0
2014,2,3,14,61.26,1018,8,45,81,0
2014,2,3,15,61.01,1019,7,45,89,0
2014,2,3,16,56.72,1020,7,45,98,0
2014,2,3,17,60.76,1022,6,45,106,0
2014,2,3,18,56.45,1022,6,45,113,0
2014,2,3,19,56.45,1023,6,45,119,0
2014,2,3,20,56.45,1023,6,45,126,0
2014,2,3,21,56.18,1023,5,45,134,0
2014,2,3,22,56.18,1024,5,45,140,0
2014,2,3,23,56.18,1024,5,45,147,0
2014,2,4,0,56.18,1025,5,45,154,0
2014,2,4,1,56.18,1025,5,45,160,0
2014,2,4,2,55.91,1026,4,45,167,0
2014,2,4,3,60,1026,3,45,173,0
2014,2,4,4,51.56,1026,3,45,179,0
2014,2,4,5,55.36,1026,2,45,185,0
2014,2,4,6,55.36,1027,2,45,190,0
2014,2,4,7,55.36,1028,2,45,195,0
2014,2,4,8,51.56,1028,3,45,200,0
2014,2,4,9,51.56,1028,3,45,206,0
2014,2,4,10,44.49,1028,4,45,212,0
2014,2,4,11,38.7,1028,6,45,218,0
2014,2,4,12,38.7,1026,6,45,223,0
2014,2,4,13,35.82,1025,6,45,229,0
2014,2,4,14,35.82,1026,6,45,236,0
2014,2,4,15,35.82,1026,6,45,241,0
2014,2,4,16,41.48,1026,5,45,248,0
2014,2,4,17,41.17,1026,4,45,253,0
2014,2,4,18,41.17,1026,4,45,259,0
2014,2,4,19,44.49,1027,4,45,265,0
2014,2,4,20,44.49,1027,4,45,270,0
2014,2,4,21,44.49,1026,4,45,274,0
2014,2,4,22,48.04,1026,4,45,277,0
2014,2,4,23,48.04,1026,4,45,280,0
2014,2,5,0,51.84,1025,4,45,283,0
2014,2,5,1,51.84,1026,4,45,286,0
2014,2,5,2,55.91,1026,4,45,289,0
2014,2,5,3,52.13,1025,5,45,293,0
2014,2,5,4,56.18,1025,5,45,297,0
2014,2,5,5,60.51,1024,5,45,303,0
2014,2,5,6,60.51,1024,5,45,308,0
2014,2,5,7,56.45,1024,6,45,313,0
2014,2,5,8,60.76,1025,6,45,318,0
2014,2,5,9,65.36,1025,6,45,324,0
2014,2,5,10,65.36,1025,6,45,330,0
2014,2,5,11,65.36,1024,6,45,335,0.5
2014,2,5,12,80.92,1023,5,45,340,0.4
2014,2,5,13,86.89,1022,5,45,345,0.4
2014,2,5,14,86.89,1021,5,45,351,0.6
2014,2,5,15,86.89,1021,5,45,356,0.3
2014,2,5,16,86.89,1021,5,45,362,0.2
2014,2,5,17,86.99,1020,6,45,367,0
2014,2,5,18,86.99,1020,6,45,373,0
2014,2,5,19,81.2,1020,7,45,378,0
2014,2,5,20,81.2,1019,7,45,384,0.6
2014,2,5,21,87.09,1020,7,45,388,1.3
2014,2,5,22,87.09,1019,7,45,393,1.1
2014,2,5,23,87.19,1018,8,45,397,0.4
2014,2,6,0,87.19,1018,8,135,4,0.2
2014,2,6,1,93.4,1017,8,45,3,0.7
2014,2,6,2,93.4,1017,8,45,5,1.8
2014,2,6,3,93.4,1017,8,45,7,1.4
2014,2,6,4,93.4,1017,8,45,9,0.8
2014,2,6,5,87.28,1017,9,45,11,1.1
2014,2,6,6,93.45,1017,9,45,12,1.8
2014,2,6,7,93.45,1017,9,45,15,1
2014,2,6,8,93.45,1018,9,45,19,0.8
2014,2,6,9,93.45,1018,9,45,22,0.6
2014,2,6,10,93.45,1018,9,45,25,0.6
2014,2,6,11,93.45,1018,9,45,29,0.1
2014,2,6,12,87.28,1017,9,45,33,0.2
2014,2,6,13,93.4,1016,8,45,38,0.2
2014,2,6,14,87.19,1016,8,45,44,0.8
2014,2,6,15,87.19,1016,8,45,50,0.7
2014,2,6,16,87.19,1016,8,45,56,0.2
2014,2,6,17,87.19,1017,8,45,62,0
2014,2,6,18,87.19,1017,8,45,67,0.1
2014,2,6,19,93.4,1017,8,45,72,0.5
2014,2,6,20,93.4,1018,8,45,77,1.6
2014,2,6,21,93.4,1018,8,45,83,0.7
2014,2,6,22,87.19,1017,8,45,89,0.2
2014,2,6,23,87.19,1018,8,45,94,3
2014,2,7,0,87.19,1018,8,45,100,0.6
2014,2,7,1,93.35,1017,7,45,107,0
2014,2,7,2,87.09,1017,7,45,115,0
2014,2,7,3,87.09,1017,7,45,123,0.4
2014,2,7,4,93.29,1016,6,45,129,0.4
2014,2,7,5,86.99,1016,6,45,137,0.5
2014,2,7,6,86.99,1017,6,45,145,0.2
2014,2,7,7,86.99,1017,6,45,152,0.2
2014,2,7,8,86.99,1017,6,45,157,0.4
2014,2,7,9,86.99,1017,6,45,163,1.8
2014,2,7,10,86.99,1018,6,45,168,0.4
2014,2,7,11,93.29,1017,6,45,173,0.7
2014,2,7,12,93.29,1017,6,45,178,0.6
2014,2,7,13,93.29,1016,6,45,184,0.6
2014,2,7,14,93.29,1015,6,45,189,0.9
2014,2,7,15,93.29,1016,6,45,194,1.3
2014,2,7,16,86.99,1016,6,45,200,0.9
2014,2,7,17,86.79,1017,4,45,207,0.7
2014,2,7,18,86.79,1018,4,315,6,0.7
2014,2,7,19,86.79,1018,4,315,13,0.4
2014,2,7,20,86.79,1019,4,315,18,0.3
2014,2,7,21,93.13,1019,3,45,6,0.1
2014,2,7,22,86.68,1019,3,315,5,0
2014,2,7,23,86.68,1019,3,315,10,0.1
2014,2,8,0,86.68,1020,3,315,15,0.2
2014,2,8,1,86.68,1020,3,315,22,0
2014,2,8,2,86.68,1020,3,315,28,0
2014,2,8,3,80.63,1021,3,315,35,0
2014,2,8,4,86.58,1020,2,315,41,0
2014,2,8,5,80.49,1020,2,315,47,0
2014,2,8,6,74.78,1021,2,315,54,0
2014,2,8,7,74.59,1022,1,315,59,0
2014,2,8,8,80.34,1022,1,315,64,0
2014,2,8,9,69.43,1022,2,315,71,0
2014,2,8,10,64.66,1023,3,315,77,0
2014,2,8,11,69.64,1023,3,315,84,0
2014,2,8,12,64.9,1021,4,315,91,0
2014,2,8,13,60.25,1021,4,315,97,0
2014,2,8,14,56.18,1021,5,315,103,0
2014,2,8,15,52.13,1021,5,315,109,0
2014,2,8,16,60.25,1021,4,45,7,0
2014,2,8,17,64.66,1021,3,45,12,0
2014,2,8,18,64.66,1022,3,45,17,0
2014,2,8,19,64.66,1023,3,45,23,0
2014,2,8,20,64.66,1023,3,45,28,0
2014,2,8,21,64.66,1023,3,315,6,0
2014,2,8,22,64.66,1023,3,45,6,0
2014,2,8,23,64.66,1024,3,315,5,0
2014,2,9,0,64.66,1024,3,315,11,0
2014,2,9,1,69.43,1024,2,315,17,0
2014,2,9,2,69.43,1025,2,315,23,0
2014,2,9,3,69.43,1023,2,45,5,0
2014,2,9,4,69.43,1023,2,315,5,0
2014,2,9,5,69.43,1024,2,45,5,0
2014,2,9,6,69.43,1024,2,315,5,0
2014,2,9,7,74.78,1024,2,45,6,0
2014,2,9,8,69.64,1025,3,45,11,0
2014,2,9,9,64.66,1025,3,45,17,0
2014,2,9,10,64.66,1026,3,45,23,0
2014,2,9,11,69.64,1025,3,45,30,0
2014,2,9,12,80.49,1025,2,45,36,0.5
2014,2,9,13,86.47,1024,1,45,42,1.1
2014,2,9,14,86.58,1024,2,45,48,0.6
2014,2,9,15,80.49,1024,2,45,56,0.2
2014,2,9,16,74.78,1025,2,45,65,0
2014,2,9,17,64.42,1026,2,45,73,0
2014,2,9,18,69.21,1026,1,45,80,0
2014,2,9,19,69.21,1026,1,45,87,0
2014,2,9,20,69.21,1027,1,45,94,0
2014,2,9,21,69.21,1027,1,45,101,0
2014,2,9,22,74.41,1027,0,45,108,0
2014,2,9,23,74.41,1028,0,315,7,0
2014,2,10,0,80.19,1028,0,315,14,0
2014,2,10,1,74.41,1029,0,315,22,0
2014,2,10,2,69,1029,0,315,30,0
2014,2,10,3,74.22,1029,-1,315,38,0
2014,2,10,4,74.22,1029,-1,315,45,0
2014,2,10,5,74.22,1029,-1,315,53,0
2014,2,10,6,68.78,1029,-1,315,60,None
2014,2,10,7,74.03,1030,-2,315,67,None
2014,2,10,8,68.78,1030,-1,315,75,0
2014,2,10,9,68.78,1030,-1,315,83,0
2014,2,10,10,63.94,1030,0,315,91,0
2014,2,10,11,51.27,1029,2,45,7,0
2014,2,10,12,55.36,1029,2,45,14,0
2014,2,10,13,55.08,1028,1,315,7,0
2014,2,10,14,64.18,1028,1,315,15,0
2014,2,10,15,64.18,1028,1,315,22,0
2014,2,10,16,59.48,1028,1,45,7,0
2014,2,10,17,86.26,1028,-1,315,7,0
2014,2,10,18,74.22,1028,-1,45,8,0
2014,2,10,19,74.22,1028,-1,45,15,0
2014,2,10,20,68.78,1028,-1,45,22,0
2014,2,10,21,68.78,1029,-1,315,7,0
2014,2,10,22,68.78,1029,-1,315,13,0
2014,2,10,23,68.78,1029,-1,315,20,0
2014,2,11,0,68.78,1029,-1,315,26,0
2014,2,11,1,74.03,1029,-2,315,31,0
2014,2,11,2,74.03,1028,-2,315,37,0
2014,2,11,3,74.03,1028,-2,315,42,0
2014,2,11,4,74.03,1027,-2,315,47,0
2014,2,11,5,79.73,1027,-3,315,52,0
2014,2,11,6,73.84,1028,-3,315,57,0
2014,2,11,7,73.84,1028,-3,315,62,0
2014,2,11,8,74.03,1028,-2,315,69,0
2014,2,11,9,63.94,1028,0,315,77,0
2014,2,11,10,59.48,1028,1,315,82,0
2014,2,11,11,51.56,1027,3,315,88,0
2014,2,11,12,48.04,1026,4,315,95,0
2014,2,11,13,47.74,1026,3,315,102,0
2014,2,11,14,51.56,1025,3,315,108,0
2014,2,11,15,48.04,1025,4,315,114,0
2014,2,11,16,51.56,1025,3,315,120,0
2014,2,11,17,55.63,1025,3,45,5,0
2014,2,11,18,60,1025,3,45,11,0
2014,2,11,19,64.42,1026,2,45,16,0
2014,2,11,20,64.42,1027,2,45,20,0
2014,2,11,21,64.42,1027,2,45,25,0
2014,2,11,22,64.42,1027,2,45,30,0
2014,2,11,23,64.42,1026,2,45,35,0
2014,2,12,0,64.42,1027,2,45,40,0
2014,2,12,1,64.42,1027,2,315,5,0
2014,2,12,2,64.42,1026,2,45,5,0
2014,2,12,3,69.43,1027,2,45,9,0
2014,2,12,4,74.59,1026,1,45,13,0
2014,2,12,5,80.34,1026,1,45,18,0
2014,2,12,6,86.47,1026,1,45,22,0
2014,2,12,7,80.34,1027,1,45,28,0
2014,2,12,8,80.34,1028,1,45,33,0
2014,2,12,9,86.47,1028,1,45,38,0.1
2014,2,12,10,80.49,1028,2,45,42,0
2014,2,12,11,74.96,1028,3,45,47,0
2014,2,12,12,70.06,1027,5,45,54,0
2014,2,12,13,70.27,1026,6,45,60,0
2014,2,12,14,70.27,1026,6,45,65,0.1
2014,2,12,15,80.92,1026,5,45,70,0.2
2014,2,12,16,80.92,1026,5,45,75,0
2014,2,12,17,80.92,1026,5,45,82,0
2014,2,12,18,75.32,1026,5,45,88,0
2014,2,12,19,75.32,1026,5,45,94,0
2014,2,12,20,75.32,1027,5,45,100,0
2014,2,12,21,75.32,1027,5,45,105,0.1
2014,2,12,22,75.32,1028,5,45,110,0.1
2014,2,12,23,75.32,1028,5,45,114,0
2014,2,13,0,70.06,1028,5,45,119,0
2014,2,13,1,70.06,1028,5,45,124,0
2014,2,13,2,65.13,1028,5,45,130,0
2014,2,13,3,69.85,1028,4,45,136,0
2014,2,13,4,69.85,1028,4,45,142,0
2014,2,13,5,69.85,1028,4,45,147,0.1
2014,2,13,6,74.96,1028,3,45,150,0
2014,2,13,7,69.85,1029,4,45,153,0
2014,2,13,8,69.85,1029,4,45,158,0.1
2014,2,13,9,70.06,1029,5,45,162,0
2014,2,13,10,56.72,1029,7,45,168,0
2014,2,13,11,56.72,1029,7,45,173,0
2014,2,13,12,56.72,1028,7,45,178,0
2014,2,13,13,61.01,1028,7,45,185,0
2014,2,13,14,56.72,1027,7,45,191,0
2014,2,13,15,56.72,1027,7,45,197,0
2014,2,13,16,56.72,1027,7,45,203,0
2014,2,13,17,65.36,1027,6,45,210,0
2014,2,13,18,65.36,1027,6,45,217,0
2014,2,13,19,65.36,1028,6,45,224,0
2014,2,13,20,70.06,1029,5,45,230,0
2014,2,13,21,65.13,1028,5,45,236,0
2014,2,13,22,65.13,1028,5,45,242,0
2014,2,13,23,65.13,1028,5,45,248,0
2014,2,14,0,69.85,1028,4,45,253,0
2014,2,14,1,69.85,1028,4,45,258,0
2014,2,14,2,69.85,1028,4,315,5,0
2014,2,14,3,69.85,1028,4,315,11,0
2014,2,14,4,74.96,1028,3,315,16,0
2014,2,14,5,80.49,1028,2,315,21,0
2014,2,14,6,80.49,1028,2,315,25,0
2014,2,14,7,80.49,1029,2,315,29,0
2014,2,14,8,74.96,1030,3,315,34,0
2014,2,14,9,65.13,1030,5,45,5,0
2014,2,14,10,60.76,1029,6,45,11,0
2014,2,14,11,42.4,1029,8,315,5,0
2014,2,14,12,42.4,1028,8,315,11,0
2014,2,14,13,36.44,1027,8,315,15,0
2014,2,14,14,34.05,1027,9,315,20,0
2014,2,14,15,33.74,1026,8,315,25,0
2014,2,14,16,33.74,1026,8,315,30,0
2014,2,14,17,39.01,1027,7,45,5,0
2014,2,14,18,44.8,1027,5,45,10,0
2014,2,14,19,60.51,1027,5,45,16,0
2014,2,14,20,64.9,1028,4,45,20,0
2014,2,14,21,64.66,1028,3,45,25,0
2014,2,14,22,60,1028,3,45,28,0
2014,2,14,23,64.42,1028,2,45,31,0
2014,2,15,0,69.21,1027,1,45,33,0
2014,2,15,1,69.43,1027,2,315,2,0
2014,2,15,2,74.41,1027,0,45,2,0
2014,2,15,3,74.41,1027,0,315,2,0
2014,2,15,4,74.41,1027,0,315,4,0
2014,2,15,5,80.04,1027,-1,315,6,0
2014,2,15,6,86.26,1027,-1,45,1,0
2014,2,15,7,86.26,1027,-1,None,0,0
2014,2,15,8,74.78,1028,2,315,1,0
2014,2,15,9,60.51,1028,5,45,2,0
2014,2,15,10,48.93,1028,7,45,4,0
2014,2,15,11,39.32,1028,8,45,7,0
2014,2,15,12,36.74,1027,9,None,2,0
2014,2,15,13,34.36,1026,10,135,2,0
2014,2,15,14,29.79,1026,11,225,2,0
2014,2,15,15,34.36,1026,10,45,2,0
2014,2,15,16,37.05,1025,10,135,3,0
2014,2,15,17,52.98,1026,8,135,9,0
2014,2,15,18,56.72,1026,7,45,5,0
2014,2,15,19,60.76,1027,6,45,9,0
2014,2,15,20,60.76,1027,6,45,13,0
2014,2,15,21,65.36,1026,6,45,18,0
2014,2,15,22,60.76,1026,6,135,4,0
2014,2,15,23,70.06,1026,5,135,8,0
2014,2,16,0,70.06,1026,5,135,12,0
2014,2,16,1,70.06,1025,5,45,4,0
2014,2,16,2,70.06,1024,5,45,9,0
2014,2,16,3,70.06,1024,5,135,3,0
2014,2,16,4,65.36,1024,6,135,7,0
2014,2,16,5,65.36,1024,6,135,10,0
2014,2,16,6,65.36,1024,6,135,13,0
2014,2,16,7,70.27,1025,6,135,16,0
2014,2,16,8,70.47,1025,7,135,18,0
2014,2,16,9,70.47,1025,7,135,20,0.2
2014,2,16,10,75.67,1025,7,45,3,0.3
2014,2,16,11,75.84,1024,8,135,3,0.5
2014,2,16,12,81.34,1024,8,135,5,0.6
2014,2,16,13,87.09,1023,7,135,8,0.9
2014,2,16,14,87.19,1023,8,135,10,0.7
2014,2,16,15,87.19,1022,8,45,2,1.2
2014,2,16,16,87.19,1022,8,45,5,2.2
2014,2,16,17,93.4,1022,8,135,2,1.5
2014,2,16,18,93.4,1022,8,135,5,2.5
2014,2,16,19,87.28,1021,9,45,4,2.2
2014,2,16,20,87.28,1021,9,45,8,1.9
2014,2,16,21,87.28,1021,9,45,13,1.6
2014,2,16,22,87.28,1020,9,45,16,1.9
2014,2,16,23,87.28,1020,9,45,18,0.9
2014,2,17,0,87.28,1020,9,45,20,0.1
2014,2,17,1,87.28,1019,9,45,22,0
2014,2,17,2,87.28,1019,9,315,3,0
2014,2,17,3,93.4,1019,8,315,7,0
2014,2,17,4,93.4,1019,8,315,11,0
2014,2,17,5,93.4,1019,8,315,15,0
2014,2,17,6,93.4,1019,8,315,20,0.1
2014,2,17,7,93.4,1020,8,315,24,0
2014,2,17,8,93.4,1020,8,315,29,0.3
2014,2,17,9,93.4,1021,8,315,34,0.3
2014,2,17,10,93.4,1021,8,315,39,0.1
2014,2,17,11,87.28,1021,9,315,44,0
2014,2,17,12,87.28,1020,9,315,50,0
2014,2,17,13,93.4,1019,8,315,56,0.2
2014,2,17,14,93.45,1019,9,315,61,0.2
2014,2,17,15,93.45,1020,9,315,65,0.6
2014,2,17,16,93.45,1020,9,315,70,0.3
2014,2,17,17,93.4,1020,8,45,3,0.4
2014,2,17,18,93.4,1021,8,45,9,0.5
2014,2,17,19,87.19,1022,8,45,15,0.6
2014,2,17,20,93.35,1023,7,45,20,0.5
2014,2,17,21,87.09,1023,7,45,27,0.5
